Individual,Year,Earnings,Group
451,9,27594.417548511617,JL
451,10,28729.669156162516,JL
451,11,29437.378042719603,JL
452,1,29894.562301774382,JL
452,2,30806.713341774375,JL
452,3,31400.459394895228,JL
452,4,32760.76046858562,JL
452,5,33595.91896253332,JL
452,6,24942.131797934446,JL
452,7,25951.5556954451,JL
452,8,26886.73449661886,JL
452,9,29208.970303770286,JL
452,10,30440.380755896735,JL
452,11,31227.808395995464,JL
453,1,30844.9967605878,JL
453,2,31380.77957758297,JL
453,3,32285.44353547486,JL
453,4,32754.01309036938,JL
453,5,33618.170923525424,JL
453,6,25377.7788863788,JL
453,7,26221.688789205877,JL
453,8,27149.244022472933,JL
453,9,27453.56191757851,JL
453,10,28400.336226524352,JL
453,11,28870.02352967422,JL
454,1,30357.51605328079,JL
454,2,31194.701824803335,JL
454,3,31811.41795544029,JL
454,4,32554.02455302395,JL
454,5,33661.1166050093,JL
454,6,24606.711015783272,JL
454,7,25199.914553567618,JL
454,8,26427.864270916045,JL
454,9,27782.37016050956,JL
454,10,28841.023271091748,JL
454,11,30291.964373579915,JL
455,1,30886.305236217402,JL
455,2,31097.702047161307,JL
455,3,32320.70391835949,JL
455,4,33418.73984811809,JL
455,5,33787.7636898746,JL
455,6,24426.32701481972,JL
455,7,25497.61772703491,JL
455,8,25766.10638983962,JL
455,9,27459.35724219265,JL
455,10,28642.53892586653,JL
455,11,29642.09165802638,JL
456,1,29557.32157407453,JL
456,2,30167.980505821644,JL
456,3,31352.836578576775,JL
456,4,32101.892638961748,JL
456,5,32625.529366151794,JL
456,6,23076.649988857218,JL
456,7,23452.108173194705,JL
456,8,25272.08832928424,JL
456,9,25737.654277589587,JL
456,10,26985.3130727341,JL
456,11,27405.013932637255,JL
457,1,28633.720248146015,JL
457,2,29862.63529589411,JL
457,3,30692.283456807,JL
457,4,31902.84875478655,JL
457,5,32474.85218778591,JL
457,6,23566.979967175615,JL
457,7,24758.63730817945,JL
457,8,25954.2989020129,JL
457,9,26570.774256362274,JL
457,10,28669.252483148783,JL
457,11,29399.657901000377,JL
458,1,29873.834484104245,JL
458,2,31229.787969563964,JL
458,3,32538.860640576368,JL
458,4,33311.578054487916,JL
458,5,33747.54188972627,JL
458,6,24185.803361601018,JL
458,7,24874.615715172153,JL
458,8,26006.476277423066,JL
458,9,28001.446091931626,JL
458,10,29122.584753303614,JL
458,11,29990.625336861947,JL
459,1,31227.78227009892,JL
459,2,31528.624239502147,JL
459,3,31985.261815593884,JL
459,4,33710.99089002719,JL
459,5,34583.4938469324,JL
459,6,25645.491128432062,JL
459,7,26213.012177054785,JL
459,8,27210.658251204888,JL
459,9,28333.318566131536,JL
459,10,29953.818588573824,JL
459,11,30842.70855667099,JL
460,1,30562.629594683887,JL
460,2,32223.14035581024,JL
460,3,32812.44668794898,JL
460,4,33392.3372282962,JL
460,5,33234.22969179803,JL
460,6,23462.35202152187,JL
460,7,26250.34778558021,JL
460,8,27070.34454067667,JL
460,9,28214.188426621506,JL
460,10,28843.23289718738,JL
460,11,29862.597590489037,JL
461,1,29425.928815986364,JL
461,2,30777.994667190902,JL
461,3,31021.831740767273,JL
461,4,31933.994203520204,JL
461,5,32776.97962115017,JL
461,6,24551.790548576526,JL
461,7,25458.2352053068,JL
461,8,25696.3636944441,JL
461,9,26921.53340163836,JL
461,10,27938.810686530367,JL
461,11,28468.532878288555,JL
462,1,31056.394659278005,JL
462,2,32974.55901386463,JL
462,3,34675.55040636413,JL
462,4,35162.34756279383,JL
462,5,35195.769180340336,JL
462,6,26592.287338802038,JL
462,7,27521.39869086944,JL
462,8,27918.27522223548,JL
462,9,28959.3190108447,JL
462,10,29789.09268720124,JL
462,11,30553.670514284066,JL
463,1,30259.773058377657,JL
463,2,31419.01675137915,JL
463,3,32371.189450185404,JL
463,4,33305.19589791845,JL
463,5,33508.09652437292,JL
463,6,24265.031925523355,JL
463,7,25218.154249424617,JL
463,8,25490.92762659777,JL
463,9,26761.530692206707,JL
463,10,27255.39465302677,JL
463,11,28407.41683498145,JL
464,1,30128.60531223391,JL
464,2,31699.48911272086,JL
464,3,33111.08189601427,JL
464,4,34183.94933252756,JL
464,5,36190.954674008004,JL
464,6,27143.75000949264,JL
464,7,27889.38418896835,JL
464,8,29672.057508083468,JL
464,9,30756.00338418979,JL
464,10,31289.620584822627,JL
464,11,31848.196632029587,JL
465,1,29510.065870877435,JL
465,2,29768.65329547156,JL
465,3,31395.910585329235,JL
465,4,32649.930212527248,JL
465,5,33450.91907995887,JL
465,6,24324.402422968597,JL
465,7,25928.754759456915,JL
465,8,28085.258904021033,JL
465,9,28290.98446814092,JL
465,10,28635.11463606338,JL
465,11,29245.65985569625,JL
466,1,31413.449547861153,JL
466,2,31717.451037826973,JL
466,3,32543.121946708194,JL
466,4,33385.048463541025,JL
466,5,33783.23481629724,JL
466,6,25011.639314929846,JL
466,7,25612.08408859745,JL
466,8,26632.634078151124,JL
466,9,26994.74508427409,JL
466,10,27954.103573964647,JL
466,11,29066.014210063495,JL
467,1,30750.599265855053,JL
467,2,32151.81699326077,JL
467,3,34127.36276382312,JL
467,4,34864.74685952718,JL
467,5,36127.17194495467,JL
467,6,27434.975854435845,JL
467,7,28421.64939113989,JL
467,8,29532.005655583784,JL
467,9,30441.73670558736,JL
467,10,32118.13501586394,JL
467,11,34029.45250365069,JL
468,1,27670.19162808425,JL
468,2,28547.359083412695,JL
468,3,28927.84258679168,JL
468,4,28908.954968965125,JL
468,5,30257.832317573884,JL
468,6,21352.140231967303,JL
468,7,22388.37073810862,JL
468,8,23207.610626194833,JL
468,9,22800.72259912298,JL
468,10,23594.720408763667,JL
468,11,25023.29384102454,JL
469,1,28394.29550021915,JL
469,2,28917.537400057823,JL
469,3,29658.694538144093,JL
469,4,30467.958251860247,JL
469,5,31229.869239560307,JL
469,6,21944.202431100257,JL
469,7,23084.877193031985,JL
469,8,24404.443460333616,JL
469,9,24881.750791054288,JL
469,10,26541.570306952515,JL
469,11,27878.604304222143,JL
470,1,29720.901389894367,JL
470,2,30649.3429865006,JL
470,3,32565.85571554273,JL
470,4,33413.48614667486,JL
470,5,33794.55820418414,JL
470,6,25156.357060747745,JL
470,7,25310.815131299747,JL
470,8,26354.135379798223,JL
470,9,27602.18709152059,JL
470,10,29352.216210633316,JL
470,11,31210.914532980154,JL
471,1,30549.47319150528,JL
471,2,31611.907064561583,JL
471,3,32081.92793072272,JL
471,4,32633.08466466806,JL
471,5,33026.33906012858,JL
471,6,23745.424865988334,JL
471,7,24242.155300405473,JL
471,8,26205.82114285464,JL
471,9,27054.057494271285,JL
471,10,28360.610227201963,JL
471,11,29487.31065681886,JL
472,1,30833.391708650335,JL
472,2,32111.030722924985,JL
472,3,33508.77012644108,JL
472,4,35165.46389097851,JL
472,5,35486.020431736026,JL
472,6,27121.030470643895,JL
472,7,27600.544754043178,JL
472,8,29335.403663767327,JL
472,9,29649.08375288108,JL
472,10,31349.14282335398,JL
472,11,32424.96399329408,JL
473,1,30625.635136825927,JL
473,2,31283.65915372734,JL
473,3,33022.71813637727,JL
473,4,33215.79272535528,JL
473,5,33717.66097289594,JL
473,6,23752.925895926044,JL
473,7,24032.963591685926,JL
473,8,25220.928461604268,JL
473,9,25773.4697291374,JL
473,10,27093.45090164032,JL
473,11,27844.25810866952,JL
474,1,28427.493330975813,JL
474,2,30012.777284906617,JL
474,3,31766.12256479855,JL
474,4,32938.069282835364,JL
474,5,33602.33990927169,JL
474,6,24597.994945952632,JL
474,7,25191.516075742922,JL
474,8,26469.28126957759,JL
474,9,26820.07556767473,JL
474,10,27276.54113957685,JL
474,11,28809.865909483036,JL
475,1,29618.673907175435,JL
475,2,31640.82506599311,JL
475,3,32823.794034338294,JL
475,4,34310.424785723386,JL
475,5,35186.25832246971,JL
475,6,26558.16758457365,JL
475,7,27500.845145656673,JL
475,8,28369.55112631079,JL
475,9,29026.630506307887,JL
475,10,30236.712776381966,JL
475,11,31673.222261798954,JL
476,1,29654.12020890687,JL
476,2,30368.90960021236,JL
476,3,30486.607253336293,JL
476,4,32521.964930637063,JL
476,5,34586.10538261656,JL
476,6,26125.476499889428,JL
476,7,27579.904058753913,JL
476,8,27811.13085880973,JL
476,9,28382.367631073015,JL
476,10,29715.656591462874,JL
476,11,30301.705319820496,JL
477,1,29323.01850688305,JL
477,2,30303.79948083042,JL
477,3,32382.826000374887,JL
477,4,34275.71107541908,JL
477,5,35647.16602241449,JL
477,6,26983.20861606307,JL
477,7,27626.534361686296,JL
477,8,27812.92241213504,JL
477,9,28695.769693339756,JL
477,10,29658.262965753547,JL
477,11,30960.946933053412,JL
478,1,30435.070885353227,JL
478,2,31173.524065277874,JL
478,3,31544.781950447014,JL
478,4,32439.10952521115,JL
478,5,33367.522389168334,JL
478,6,24280.41478349795,JL
478,7,24830.057879227617,JL
478,8,25898.16164493141,JL
478,9,27502.656187001892,JL
478,10,27976.436013888968,JL
478,11,29329.077389894286,JL
479,1,30378.27182291508,JL
479,2,30901.635526213995,JL
479,3,31867.07128878831,JL
479,4,33106.23601759024,JL
479,5,34546.778543102286,JL
479,6,25396.947344931075,JL
479,7,25733.056129077402,JL
479,8,26494.79435483361,JL
479,9,27834.491688438593,JL
479,10,29215.087970769677,JL
479,11,30018.31834120587,JL
480,1,30448.80422882813,JL
480,2,30823.74867338627,JL
480,3,31997.47316578546,JL
480,4,32714.238126651224,JL
480,5,33341.42704703029,JL
480,6,24575.22513730649,JL
480,7,25361.018705967428,JL
480,8,26210.69697139356,JL
480,9,27028.39931470032,JL
480,10,28772.143816315634,JL
480,11,30105.430377885103,JL
481,1,30460.701164930928,JL
481,2,31827.12426051967,JL
481,3,32408.16130206072,JL
481,4,33228.1319848423,JL
481,5,33365.13617969416,JL
481,6,24208.163125204857,JL
481,7,25810.95432833976,JL
481,8,27657.722642085948,JL
481,9,28940.173552947603,JL
481,10,29894.11683357045,JL
481,11,31479.154111745225,JL
482,1,28875.076861042933,JL
482,2,30038.414517324134,JL
482,3,31655.547715537905,JL
482,4,32015.613020662928,JL
482,5,32880.49625021885,JL
482,6,23204.77894950068,JL
482,7,25128.706462628827,JL
482,8,25925.128139636774,JL
482,9,27149.67285206044,JL
482,10,28260.334706470585,JL
482,11,30590.550219241704,JL
483,1,30371.55862227858,JL
483,2,30163.314756102336,JL
483,3,30796.18415366245,JL
483,4,32734.304902152107,JL
483,5,33590.13120057128,JL
483,6,25307.341165951933,JL
483,7,24531.657814807284,JL
483,8,24701.0569702316,JL
483,9,26182.015553504505,JL
483,10,27876.995439036233,JL
483,11,29397.635243601264,JL
484,1,30783.375867689494,JL
484,2,31679.170447915363,JL
484,3,32545.952024240527,JL
484,4,33937.43032947331,JL
484,5,35444.658713674486,JL
484,6,25959.608481120857,JL
484,7,27088.13625775143,JL
484,8,28382.79817785305,JL
484,9,29331.106098923294,JL
484,10,30111.127959233723,JL
484,11,31043.04722372359,JL
485,1,31493.823356812038,JL
485,2,32815.60201011665,JL
485,3,34248.017377866585,JL
485,4,35482.00513952789,JL
485,5,36289.34815305713,JL
485,6,26799.333866772864,JL
485,7,27792.959394246085,JL
485,8,28861.69526736547,JL
485,9,29227.788412156064,JL
485,10,30638.623751473966,JL
485,11,31167.079137172223,JL
486,1,29079.092919073097,JL
486,2,29571.4309899401,JL
486,3,31434.26411913709,JL
486,4,32285.0813529279,JL
486,5,33095.93430102818,JL
486,6,24208.682626266764,JL
486,7,25301.945804731724,JL
486,8,26743.13830968115,JL
486,9,27972.615878317636,JL
486,10,29193.966537763277,JL
486,11,29877.953362299595,JL
487,1,30849.62948377866,JL
487,2,31464.61789723553,JL
487,3,32721.46392404134,JL
487,4,33727.506119075944,JL
487,5,34350.34709767401,JL
487,6,25160.80193113154,JL
487,7,26312.040705152176,JL
487,8,27966.825684437146,JL
487,9,28640.898081220912,JL
487,10,29513.714790601804,JL
487,11,30722.617926985266,JL
488,1,31535.15406765065,JL
488,2,32200.029239260108,JL
488,3,32971.03689290302,JL
488,4,33809.535106453426,JL
488,5,35247.44089552355,JL
488,6,26584.35347179148,JL
488,7,27201.09329830713,JL
488,8,29400.128965813896,JL
488,9,30116.034063890507,JL
488,10,30605.167123250183,JL
488,11,31385.604126589213,JL
489,1,30548.035147307543,JL
489,2,31681.567523505953,JL
489,3,32807.59889452418,JL
489,4,33989.088946365555,JL
489,5,34800.52797442783,JL
489,6,25849.32823884457,JL
489,7,27344.589355204636,JL
489,8,28402.828206957296,JL
489,9,29547.49331408896,JL
489,10,29641.617876655062,JL
489,11,30367.139374541443,JL
490,1,30091.97236308326,JL
490,2,30447.62359552777,JL
490,3,30668.969160006447,JL
490,4,31525.052948451306,JL
490,5,32481.69921743706,JL
490,6,23965.758798742903,JL
490,7,24382.663188289775,JL
490,8,25962.36090057608,JL
490,9,25962.7634179109,JL
490,10,26928.540472651708,JL
490,11,28098.974056944695,JL
491,1,30001.603922967184,JL
491,2,30760.60938527242,JL
491,3,31856.369796428644,JL
491,4,33091.36779084015,JL
491,5,33202.311989270034,JL
491,6,23903.626563151243,JL
491,7,24707.32183006598,JL
491,8,25853.63361303356,JL
491,9,27293.438084491525,JL
491,10,27920.1928483819,JL
491,11,29365.76859161758,JL
492,1,30299.614904605223,JL
492,2,31481.551545458526,JL
492,3,32856.590454198624,JL
492,4,34212.31648674521,JL
492,5,35310.53999837733,JL
492,6,26319.375867594183,JL
492,7,28251.810333112277,JL
492,8,28393.679100096502,JL
492,9,29586.213830267487,JL
492,10,30254.74001295036,JL
492,11,30558.345414462823,JL
493,1,29628.851579367427,JL
493,2,29649.768769427745,JL
493,3,30170.486009414977,JL
493,4,30634.39459371068,JL
493,5,30805.647578746295,JL
493,6,21748.703819984057,JL
493,7,23404.924807024632,JL
493,8,24031.49434283231,JL
493,9,24719.25790567426,JL
493,10,26153.738627425653,JL
493,11,27171.776718947498,JL
494,1,29905.991101305655,JL
494,2,30999.70781025304,JL
494,3,32603.901086184047,JL
494,4,33200.89682156385,JL
494,5,34596.82944386018,JL
494,6,26047.175406703154,JL
494,7,28315.926137138234,JL
494,8,29194.869846894744,JL
494,9,30099.041231386287,JL
494,10,30880.10165337412,JL
494,11,30993.8777529977,JL
495,1,27804.91976648927,JL
495,2,29116.239520659034,JL
495,3,29624.30254040768,JL
495,4,30595.076754828548,JL
495,5,30714.999702058925,JL
495,6,22449.27827183333,JL
495,7,23788.341720442335,JL
495,8,24746.04774548521,JL
495,9,26108.69735564409,JL
495,10,27452.263224389957,JL
495,11,28373.147147005253,JL
496,1,30081.4309970312,JL
496,2,31031.160127834744,JL
496,3,32786.7609476716,JL
496,4,33788.81038503509,JL
496,5,35468.098130489925,JL
496,6,26716.561281015824,JL
496,7,27634.18421897354,JL
496,8,28424.674176616183,JL
496,9,29584.030701085016,JL
496,10,30287.27260257724,JL
496,11,30819.12323307673,JL
497,1,27840.47669043044,JL
497,2,27688.269195033477,JL
497,3,28228.635267213744,JL
497,4,29169.06313523472,JL
497,5,30454.47086488558,JL
497,6,21108.780073417864,JL
497,7,22317.748981452896,JL
497,8,22862.10947180291,JL
497,9,24062.763007929967,JL
497,10,24766.04785339974,JL
497,11,25884.248201121383,JL
498,1,29169.557070613908,JL
498,2,29013.11547226828,JL
498,3,30448.30318786727,JL
498,4,31131.850106623948,JL
498,5,32260.80810870367,JL
498,6,23101.48013564155,JL
498,7,24898.710139490733,JL
498,8,26446.763826364124,JL
498,9,27637.317835122914,JL
498,10,28573.713214997486,JL
498,11,29150.708921956873,JL
499,1,30791.702107010402,JL
499,2,31677.660194187378,JL
499,3,33110.598284057334,JL
499,4,34410.77880161141,JL
499,5,35247.68539922255,JL
499,6,25686.278136689296,JL
499,7,26316.507089059123,JL
499,8,27538.972841984534,JL
499,9,28623.072553282505,JL
499,10,30292.492248789797,JL
499,11,31773.820215116488,JL
500,1,29554.445573279114,JL
500,2,30303.65510593393,JL
500,3,30490.76274129821,JL
500,4,31377.34785002584,JL
500,5,32033.355924317035,JL
500,6,23031.38472910661,JL
500,7,24420.126295438917,JL
500,8,25270.636020568167,JL
500,9,26491.298803114176,JL
500,10,28549.60717408899,JL
500,11,29242.836708806193,JL
501,1,30781.834439452854,JS
501,2,31779.903104452384,JS
501,3,32571.018884622885,JS
501,4,33937.705225990525,JS
501,5,35244.80943070644,JS
501,6,36314.77157765397,JS
501,7,37371.57593654513,JS
501,8,38247.546942356654,JS
501,9,37913.68756717993,JS
501,10,39748.730603363176,JS
501,11,41199.771118674355,JS
502,1,28827.067838543102,JS
502,2,29346.40333814477,JS
502,3,28972.55247006885,JS
502,4,29321.92997330485,JS
502,5,30239.467034107347,JS
502,6,31333.140017473983,JS
502,7,33696.70421429801,JS
502,8,34268.00046613496,JS
502,9,35671.27860797434,JS
502,10,36425.16598062151,JS
502,11,37939.83845694818,JS
503,1,30129.10489242271,JS
503,2,29709.486154438568,JS
503,3,30699.486367770634,JS
503,4,32168.810662390457,JS
503,5,32746.59979394887,JS
503,6,33777.254602871886,JS
503,7,34605.4153151601,JS
503,8,35857.24869140005,JS
503,9,37222.663391210706,JS
503,10,38079.14250914485,JS
503,11,39407.55247054138,JS
504,1,29925.42906476517,JS
504,2,30393.638254286212,JS
504,3,30488.31092590268,JS
504,4,32098.647502273194,JS
504,5,33159.06709905578,JS
504,6,34433.80454404054,JS
504,7,35033.64042890621,JS
504,8,36031.8004917272,JS
504,9,36693.76859693579,JS
504,10,38037.44710690774,JS
504,11,38898.54552333615,JS
505,1,30799.742185085295,JS
505,2,31308.483520692353,JS
505,3,32937.130528677844,JS
505,4,33890.68371888411,JS
505,5,34524.73338164263,JS
505,6,35391.31832639307,JS
505,7,36645.20699332315,JS
505,8,37431.162191213996,JS
505,9,38641.48330157803,JS
505,10,39684.88342341768,JS
505,11,40746.517934602976,JS
506,1,27742.353469559734,JS
506,2,28242.408979360476,JS
506,3,28961.297007437857,JS
506,4,29738.787295889088,JS
506,5,30443.507609371885,JS
506,6,31151.263640366935,JS
506,7,32733.092391354403,JS
506,8,33614.68444140913,JS
506,9,34358.590795123906,JS
506,10,35330.19242806752,JS
506,11,37163.96746011148,JS
507,1,28842.039023100693,JS
507,2,30294.81437501907,JS
507,3,30769.379313329497,JS
507,4,31614.118045110885,JS
507,5,32133.22204831026,JS
507,6,32678.060033142985,JS
507,7,34031.84701493215,JS
507,8,34527.40004993757,JS
507,9,35210.51447232031,JS
507,10,36936.0735945684,JS
507,11,37704.46948526514,JS
508,1,30575.91369824359,JS
508,2,31792.943708333114,JS
508,3,31877.96004055497,JS
508,4,33195.05024579739,JS
508,5,34075.86070989584,JS
508,6,36160.2779706649,JS
508,7,36678.61988246026,JS
508,8,37592.48827860781,JS
508,9,38220.02732742524,JS
508,10,39713.53608762106,JS
508,11,40541.742386516,JS
509,1,31027.399710503785,JS
509,2,31685.167317674444,JS
509,3,33176.70365167114,JS
509,4,33310.06874223224,JS
509,5,34569.82134160753,JS
509,6,35123.06670670312,JS
509,7,36384.655901903105,JS
509,8,37340.46155551563,JS
509,9,38649.385450210095,JS
509,10,39332.537590008586,JS
509,11,40037.18997604519,JS
510,1,29662.559692062467,JS
510,2,30455.786344007593,JS
510,3,31710.468395491112,JS
510,4,32117.410238845157,JS
510,5,34036.53949521355,JS
510,6,35930.95135099083,JS
510,7,36814.25167724122,JS
510,8,37498.1450588606,JS
510,9,37846.24145712115,JS
510,10,38625.59837359577,JS
510,11,38616.94945312101,JS
511,1,31195.95374109558,JS
511,2,32191.36784147611,JS
511,3,33435.76358627027,JS
511,4,34621.78604930009,JS
511,5,35993.55120211113,JS
511,6,37096.7321225186,JS
511,7,37608.97572817529,JS
511,8,39072.37870780879,JS
511,9,41061.494162241215,JS
511,10,41875.271913913726,JS
511,11,43136.631802648335,JS
512,1,32016.93900659123,JS
512,2,33399.29417269425,JS
512,3,33879.02413160472,JS
512,4,35262.654125424415,JS
512,5,35341.60200828307,JS
512,6,36305.28889218929,JS
512,7,37344.38618519017,JS
512,8,37873.147671424864,JS
512,9,38690.888603622814,JS
512,10,41084.13551880814,JS
512,11,42023.380091850886,JS
513,1,30125.629985386768,JS
513,2,30740.59556386311,JS
513,3,31854.54209722124,JS
513,4,32977.79112218228,JS
513,5,33682.35115064788,JS
513,6,35455.69058463159,JS
513,7,36284.74102271692,JS
513,8,37492.418643035126,JS
513,9,38272.044423164094,JS
513,10,39379.71253839333,JS
513,11,40031.556862046105,JS
514,1,29830.503308612213,JS
514,2,30363.68339149435,JS
514,3,32242.481443805438,JS
514,4,32983.00946709629,JS
514,5,34099.6671786501,JS
514,6,34845.61176436283,JS
514,7,34849.903586736684,JS
514,8,36433.61982144262,JS
514,9,36692.917108439164,JS
514,10,37148.64826978637,JS
514,11,38261.48283634563,JS
515,1,29953.799803091642,JS
515,2,31245.380786076916,JS
515,3,32171.10586336699,JS
515,4,32636.657512876372,JS
515,5,33424.91785230642,JS
515,6,34449.64128733942,JS
515,7,35466.31170212352,JS
515,8,35645.26353758933,JS
515,9,37267.9196182705,JS
515,10,37963.98513033346,JS
515,11,38604.060454256774,JS
516,1,29292.23329379212,JS
516,2,29982.024127102246,JS
516,3,31284.749517293076,JS
516,4,31453.75335362842,JS
516,5,32690.020715659382,JS
516,6,33626.25961293349,JS
516,7,34196.73535427563,JS
516,8,35230.70384765296,JS
516,9,36429.682174398426,JS
516,10,37683.19840832972,JS
516,11,38512.31867047415,JS
517,1,30566.843603426867,JS
517,2,30840.331543338416,JS
517,3,32529.588218889305,JS
517,4,32566.552669493565,JS
517,5,34417.388816575985,JS
517,6,35017.584197994336,JS
517,7,36970.529504054,JS
517,8,38433.48024331681,JS
517,9,38194.07830769739,JS
517,10,38735.58360241807,JS
517,11,39163.109247188746,JS
518,1,31400.763571043248,JS
518,2,32684.31084391054,JS
518,3,34671.4979780915,JS
518,4,34716.91687875102,JS
518,5,36043.21290317876,JS
518,6,37009.55351394189,JS
518,7,37686.99989623287,JS
518,8,39698.02294327693,JS
518,9,41341.179249713474,JS
518,10,42845.008291355756,JS
518,11,43714.47933043038,JS
519,1,32445.395502854015,JS
519,2,33283.45414335138,JS
519,3,33800.343661087405,JS
519,4,34716.54056791629,JS
519,5,35156.86254973393,JS
519,6,35733.25197170599,JS
519,7,36884.22457847927,JS
519,8,38199.27444812997,JS
519,9,38923.59039832696,JS
519,10,39605.85434828116,JS
519,11,41375.440145836124,JS
520,1,30798.14818303673,JS
520,2,31059.265678769174,JS
520,3,32044.36561607134,JS
520,4,33011.596619470234,JS
520,5,33523.57183858326,JS
520,6,34540.58245514421,JS
520,7,35083.60563793397,JS
520,8,36139.80901931128,JS
520,9,37170.510781091296,JS
520,10,38255.59848135106,JS
520,11,38847.409012119155,JS
521,1,29884.837198534107,JS
521,2,30890.94972061855,JS
521,3,31514.951064786343,JS
521,4,33748.60172897445,JS
521,5,35144.664189368224,JS
521,6,36761.560502089924,JS
521,7,37692.02656449659,JS
521,8,38201.17257627716,JS
521,9,38701.04604410667,JS
521,10,39986.70273850417,JS
521,11,41560.515372585956,JS
522,1,28887.743574498538,JS
522,2,29529.828338753658,JS
522,3,29802.66483443619,JS
522,4,30686.58448489069,JS
522,5,30906.429109029017,JS
522,6,31328.687345493614,JS
522,7,32871.93245942067,JS
522,8,34528.6887242482,JS
522,9,36821.32660858981,JS
522,10,37741.91206735149,JS
522,11,38638.70156407867,JS
523,1,30095.898303719485,JS
523,2,31284.413732678557,JS
523,3,32688.101019894853,JS
523,4,34269.02913222287,JS
523,5,35363.791186862145,JS
523,6,36242.72458008104,JS
523,7,37311.76989207718,JS
523,8,37879.59407689802,JS
523,9,38802.27499958601,JS
523,10,40726.23919221751,JS
523,11,41293.24673463691,JS
524,1,31940.092616233775,JS
524,2,33270.554677572516,JS
524,3,34327.30009649177,JS
524,4,35000.51085642131,JS
524,5,35777.55187250278,JS
524,6,35464.718851698075,JS
524,7,36303.1682535017,JS
524,8,37442.61590961995,JS
524,9,38290.89889283533,JS
524,10,39243.90112730765,JS
524,11,40340.024390169536,JS
525,1,30137.266179254988,JS
525,2,31704.344257368848,JS
525,3,32285.713513459144,JS
525,4,33048.457795793656,JS
525,5,33557.22989328903,JS
525,6,34442.46142650859,JS
525,7,35586.45824195914,JS
525,8,36092.673415858015,JS
525,9,37629.19921079212,JS
525,10,38279.03834284094,JS
525,11,39700.403892286784,JS
526,1,28891.298908556455,JS
526,2,30575.7746416712,JS
526,3,31408.359381029797,JS
526,4,32749.006937435504,JS
526,5,33568.66828511197,JS
526,6,34709.336967271935,JS
526,7,36235.246957560295,JS
526,8,36922.6664033803,JS
526,9,38233.723815999605,JS
526,10,38831.48297313339,JS
526,11,39751.37098295814,JS
527,1,32177.159059168196,JS
527,2,33395.63085547022,JS
527,3,34442.947496409004,JS
527,4,35945.04364996128,JS
527,5,36213.01685118682,JS
527,6,37270.78130938528,JS
527,7,38746.52785634362,JS
527,8,39262.35379238354,JS
527,9,40027.64307192479,JS
527,10,41139.662761574655,JS
527,11,42934.52083374317,JS
528,1,29642.66788644447,JS
528,2,30504.24447511917,JS
528,3,30665.312457831616,JS
528,4,31928.165676689514,JS
528,5,33746.476209696084,JS
528,6,34701.72583545476,JS
528,7,37036.67820560967,JS
528,8,37821.45879701852,JS
528,9,39381.08827305273,JS
528,10,41493.97937624005,JS
528,11,42415.0009588673,JS
529,1,29734.392396170562,JS
529,2,30217.400577814766,JS
529,3,31292.39848811933,JS
529,4,32091.326184651058,JS
529,5,33100.9188044846,JS
529,6,34438.50639679446,JS
529,7,35063.76237600622,JS
529,8,35769.88378043535,JS
529,9,36268.73733666764,JS
529,10,37511.6180236425,JS
529,11,39129.409740012285,JS
530,1,30067.794669688483,JS
530,2,31339.892705276066,JS
530,3,32489.869626443622,JS
530,4,33312.06543157736,JS
530,5,34098.83620756552,JS
530,6,35499.134786574825,JS
530,7,36231.283108139185,JS
530,8,37762.07933004178,JS
530,9,38699.9717611149,JS
530,10,39614.79391875949,JS
530,11,40849.465413584294,JS
531,1,30554.157425386325,JS
531,2,31795.274814038272,JS
531,3,32794.00739714366,JS
531,4,34089.63517935719,JS
531,5,35420.06700957117,JS
531,6,36796.294005046744,JS
531,7,38147.41656456846,JS
531,8,39867.20266999362,JS
531,9,40711.838000063675,JS
531,10,42388.43698998453,JS
531,11,44187.48046029848,JS
532,1,29404.63489690718,JS
532,2,30504.894565158134,JS
532,3,32390.69726495915,JS
532,4,33247.19029983685,JS
532,5,34402.418868491906,JS
532,6,35679.36578932224,JS
532,7,36435.59271051841,JS
532,8,37299.83950505635,JS
532,9,38013.950750657474,JS
532,10,38126.25546413704,JS
532,11,39463.39177472113,JS
533,1,30511.612542383573,JS
533,2,31062.055037119237,JS
533,3,32705.399677019523,JS
533,4,34094.356851068624,JS
533,5,34716.23222503793,JS
533,6,35809.542069803174,JS
533,7,36088.64043223515,JS
533,8,36783.8344676041,JS
533,9,38396.32317855423,JS
533,10,38713.45748959332,JS
533,11,39691.02162383486,JS
534,1,28852.19217331251,JS
534,2,29087.241978173864,JS
534,3,30126.977056607055,JS
534,4,31268.254805959532,JS
534,5,31217.109052225976,JS
534,6,33020.30635353941,JS
534,7,33344.73705066808,JS
534,8,33351.18002269043,JS
534,9,34312.28174378245,JS
534,10,35514.418253174874,JS
534,11,37093.98662474531,JS
535,1,30448.881814608452,JS
535,2,31657.587506945853,JS
535,3,33645.94080866542,JS
535,4,35217.28980871846,JS
535,5,35988.19631428525,JS
535,6,37510.59839323026,JS
535,7,38442.74675206369,JS
535,8,38812.90410120192,JS
535,9,39890.57969384309,JS
535,10,41086.44404880167,JS
535,11,41867.58647611793,JS
536,1,30384.201389173148,JS
536,2,31617.08538211075,JS
536,3,32560.510405136476,JS
536,4,33105.579464860166,JS
536,5,33850.464757184796,JS
